spanish_frequency_5000
,,,
rank,word,pos,definition
2584,filósofo,nm,philosopher
2585,cansar,v,"to tire, annoy"
2586,torneo,nm,tournament
2587,sufrimiento,nm,suffering
2588,eje,nm,"axis, shaft, crux"
2589,captar,v,"to capture, attract"
2590,vincular,v,"to conenct, link, bind"
2591,amanecer,nm,"daybreak, dawn"
2592,preso,nm,prisoner
2593,inaugurar,v,"to inaugurate, start"
2594,descargar,v,"to unleash, unload"
2595,remedio,nm,"alternative, cure, solution"
2596,estúpido,adj,"stupid, idiotic"
2597,comprensión,nf,understanding
2598,bienestar,nm,"well-being, welfare"
2599,comedor,nm,dining room
2600,humedad,nf,humidity
2601,realización,nf,"fulfillment, realization"
2602,reflejo,nm,reflection
2603,jaja,interj,ha ha
2604,cortina,nf,"curtain, screen"
2605,pluma,nf,"pen, feather"
2606,solicitud,nf,"request, application"
2607,embarazo,nm,pregnancy
2608,océano,nm,ocean
2609,recuperación,nf,"recovery, recuperation"
2610,deslizar,v,"to slide, glide, slip"
2611,noble,adj,noble
2612,maldecir,v,"to curse, insult"
2613,constar,v,"to consist of, comprise"
2614,grasa,nf,"grease, fat"
2615,forzar,v,to force
2616,estancia,nf,"stay, stance, ranch"
2617,prisión,nf,"prison, imprisonment"
2618,sábana,nf,(bed) sheet
2619,asesinato,nm,"murder, assassination"
2620,protestar,v,"to protest, object"
2621,criar,v,"to bring up, rear"
2622,fama,nf,"reputation, fame"
2623,especializar,v,"to specialize, major in"
2624,ordenador,nm,computer
2625,mito,nm,myth
2626,expansión,nf,"expansion, spreading"
2627,metálico,adj,metallic
2628,lástima,nf,"shame, pity"
2629,logro,nm,"success, achievement"
2630,horror,nm,"horror, atrocity"
2631,deshacer,v,"to undo, destroy, take apart"
2632,derrotar,v,"to defeat, beat"
2633,lógica,nf,logic
2634,colega,nc,colleague
2635,aislado,adj,isolated
2636,restaurante,nm,restaurant
2637,valioso,adj,"valuable, precious"
2638,mineral,nm,"mineral, ore"
2639,cálculo,nm,"calculation, calculus"
2640,recorrido,nm,"journey, itinerary, route"
2641,vacaciones,nf,vacation
2642,mandato,nm,"mandate, order, command"
2643,veinticinco,num,twenty-five
2644,incendio,nm,"fire, conflagration"
2645,conductor,nm/f,"driver, conductor"
2646,artificial,adj,artificial
2647,mediodía,nm,"noon, midday"
2648,guerrero,nm/f,"warrior, soldier"
2649,hielo,nm,ice
2650,audiencia,nf,"audience, hearing"
2651,posesión,nf,possession
2652,emperador,nm,emperor
2653,asignar,v,"to assign, allocate"
2654,educar,v,to educate
2655,mero,adj,mere
2656,prever,v,"to foresee, anticipate, forecast"
2657,involucrar,v,to involve
2658,expectativa,nf,"expectation, hope, prospect"
2659,homenaje,nm,"homage, tribute"
2660,gratuito,adj,"free, arbitrary, gratuitous"
2661,policial,adj,police
2662,ejecución,nf,"performance, execution"
2663,entrabar,v,to obstruct
2664,barra,nf,"bar, rod, rail"
2665,designar,v,to designate
2666,aparentemente,adv,apparently
2667,pico,nm,"y p.: and a bit; beak, peak"
2668,tormenta,nf,storm
2669,herencia,nf,"inheritance, legacy"
2670,ejecutivo,nm,"executive, manager"
2671,picar,v,"to bite, sting, itch"
2672,estimular,v,"to stimulate, encourage"
2673,mortal,adj,"mortal, lethal, deadly"
2674,aliento,nm,"breath, courage, spirit"
2675,iluminar,v,"to illuminate, light up"
2676,exclamar,v,to exclaim
2677,sencillamente,adv,simply
2678,solar,adj,solar
2679,catedral,nf,cathedral
2680,impresionar,v,to impress
2681,príncipe,nm,prince
2682,pensión,nf,boarding house
2683,coro,nm,"choir, chorus"
2684,pelea,nf,"fight, quarrel"
2685,bloque,nm,block
2686,renovar,v,"to renew, renovate"
2687,dictadura,nf,dictatorship
2688,orgulloso,adj,"proud, arrogant"
2689,cuchillo,nm,knife
2690,longitud,nf,"length, longitude"
2691,joder,v,"to f**k, screw (around/up)"
2692,agujero,nm,"hole, opening"
2693,masivo,adj,"mass, massive"
2694,anotar,v,"to annotate, jot, note"
2695,doloroso,adj,painful
2696,sumamente,adv,"extremely, highly"
2697,hacienda,nf,ranch
2698,romántico,adj,romantic
2699,constantemente,adv,constantly
2700,trece,num,thirteen
2701,opuesto,adj,"opposite, contrary"
2702,destrucción,nf,destruction
2703,pariente,nc,relative
2704,brotar,v,to sprout
2705,guitarra,nf,guitar
2706,inmóvil,adj,"immovable, motionless"
2707,amable,adj,"kind, nice, friendly"
2708,separación,nf,separation
2709,grabación,nf,recording
2710,fingir,v,"to feign, pretend"
2711,celebración,nf,celebration
2712,necesariamente,adv,necessarily
2713,calma,nf,"calm, lull"
2714,descripción,nf,description
2715,músculo,nm,muscle
2716,dependencia,nf,"dependence, dependency"
2717,rendimiento,nm,"yield, output, efficiency"
2718,cuadra,nf,(city) block
2719,recomendación,nf,recommendation
2720,impresionante,adj,"impressive, astonishing"
2721,medicamento,nm,"medicine, drug"
2722,asistencia,nf,"attendance, assistance"
2723,rogar,v,"to implore, pray, ask"
2724,fiebre,nf,"fever, excitement"
2725,aproximar,v,"to come near, closer"
2726,respiración,nf,"respiration, breath"
2727,explotación,nf,"exploitation, cultivation"
2728,despacho,nm,"office, study"
2729,clasificar,v,"to classify, sort, file"
2730,dieciocho,num,eighteen
2731,emocional,adj,emotional
2732,voluntario,adj,"voluntary, volunteer"
2733,brasileño,adj,Brazilian
2734,enfrentamiento,nm,confrontation
2735,primavera,nf,"spring, springlike"
2736,imprimir,v,to print
2737,cintura,nf,waist
2738,adicional,adj,additional
2739,experimento,nm,experiment
2740,ajustar,v,"to adjust, tighten"
2741,mediado,adj,"mid, middle"
2742,elegante,adj,"elegant, smart, stylish"
2743,falda,nf,skirt
2744,defensor,nm/f,defender
2745,sensible,adj,"sensitive, sentient"
2746,ansiedad,nf,anxiety
2747,operativo,adj,"operative, operational"
2748,competir,v,to compete
2749,proclamar,v,to proclaim
2750,orgánico,adj,organic
2751,excesivo,adj,excessive
2752,motivar,v,"to motivate, cause"
2753,infierno,nm,"hell, inferno"
2754,excepto,prep,except (for)
2755,infección,nf,infection
2756,ciudadanía,nf,"citizenship, citizens"
2757,intercambio,nm,"exchange, interchange"
2758,poético,adj,poetic
2759,barba,nf,beard
2760,hueco,nm,"hole, cavity"
2761,modificación,nf,"modification, alteration"
2762,cooperación,nf,cooperation
2763,resaltar,v,to emphasize
2764,aconsejar,v,"to advise, counsel"
2765,patrimonio,nm,"patrimony, inheritance"
2766,tapar,v,"to cover, wrap"
2767,masculino,adj,"masculine, manly, male"
2768,selva,nf,"forest, jungle"
2769,asociado,adj,associated
2770,esquema,nm,"outline, diagram, plan"
2771,cansancio,nm,"tiredness, weariness"
2772,aporte,nm,contribution
2773,panorama,nm,"panorama, landscape"
2774,cuero,nm,"leather, skin"
2775,vaca,nf,cow
2776,primitivo,adj,primitive
2777,tronco,nm,"trunk, torso"
2778,integración,nf,integration
2779,privilegio,nm,privilege
2780,especialidad,nf,"specialty, specialized field"
2781,musulmán,adj,"Moslem, Muslim"
2782,ahogar,v,"to drown, choke, flood"
2783,totalidad,nf,"whole, totality"
2784,abundante,adj,"abundant, plentiful"
2785,infraestructura,nf,infrastructure
2786,administrar,v,"to administer, manage"
2787,bebida,nf,"drink, beverage"
2788,enfoque,nm,"focus, approach"
2789,sensibilidad,nf,sensitivity
2790,revés,nm,"al r.: backwards, upside down, inside out"
2791,cumplimiento,nm,"fulfillment, compliment"
2792,particularmente,adv,"particularly, personally"
2793,feria,nf,"fair, festival"
2794,avanzado,adj,advanced
2795,evolucionar,v,"to evolve, develop"
2796,uniforme,nm,uniform
2797,brillo,nm,"shine, twinkling, sparkle"
2798,limitación,nf,limitation
2799,decreto,nm,"decree, order"
2800,vigilar,v,"to watch over, guard"
2801,reducido,adj,"reduced, limited"
2802,ternura,nf,tenderness
2803,fortalecer,v,to fortify
2804,lesión,nf,"injury, wound, harm"
2805,trozo,nm,"piece, chunk"
2806,imitar,v,"to imitate, copy, mimic"
2807,desesperación,nf,"desperation, exasperation"
2808,tabaco,nm,"tobacco, cigarette, cigar"
2809,ejemplar,nm,"copy, issue"
2810,culto,nm,"worship, cult"
2811,petición,nf,"request, petition"
2812,exhibir,v,"to exhibit, show off"
2813,morder,v,to bite
2814,psicológico,adj,psychological
2815,mina,nf,mine
2816,gigante,nc,giant
2817,bola,nf,"ball, sphere"
2818,telefónico,adj,telephone
2819,campeón,nm/f,champion
2820,tesoro,nm,"treasure, thesaurus"
2821,rival,nc,rival
2822,traducción,nf,translation
2823,enfocar,v,to focus
2824,turista,nc,tourist
2825,barro,nm,"clay, mud"
2826,culpable,adj,guilty
2827,comandante,nc,"commander, commanding officer"
2828,definido,adj,definite
2829,variable,adj,"variable, changeable"
2830,noticias,nf,news
2831,absorber,v,"to absorb, soak up"
2832,porqué,nm,"reason, cause"
2833,multiplicar,v,to multiply
2834,pendiente,nm,"slope, descent, earring"
2835,coalición,nf,coalition
2836,copiar,v,to copy
2837,caña,nf,"cane, reed"
2838,presa,nf,"dam, prisoner (f)"
2839,desafío,nm,"challenge, provocation"
2840,encendido,adj,"turned on, burning"
2841,seda,nf,silk
2842,consenso,nm,"consensus, consent"
2843,obispo,nm,bishop
2844,localidad,nf,"town, locality"
2845,chocar,v,"to crash into, collide with"
2846,radical,adj,radical
2847,ligar,v,"to tie, link, bind"
2848,sonoro,adj,"loud, resounding"
2849,exigencia,nf,"requirement, demand"
2850,variación,nf,variation
2851,cierre,nm,"zipper, closing"
2852,últimamente,adv,"lately, recently"
2853,conveniente,adj,convenient
2854,don,nm,"courtesy title (m), Mr., gift"
2855,pasajero,nm/f,passenger
2856,nervio,nm,nerve
2857,rodar,v,"to roll, run, scatter"
2858,clasificación,nf,classification
2859,biológico,adj,biological
2860,fragmento,nm,"fragment, passage"
2861,rubio,adj,"blond, fair"
2862,sembrar,v,"to sow, plant"
2863,combustible,nm,fuel
2864,extrañar,v,"to miss, long for"
2865,igualdad,nf,equality
2866,enseguida,adv,"immediately, at once"
2867,violación,nf,"violation, rape"
2868,apostar,v,"to wager, bet"
2869,servidor,nm/f,servant
2870,fomentar,v,"to foster, promote, encourage"
2871,utilidad,nf,"usefulness, utility"
2872,luminoso,adj,"bright, luminous"
2873,duración,nf,"duration, length"
2874,demonio,nm,"demon, devil"
2875,acoger,v,"to welcome, accept"
2876,maduro,adj,"mature, ripe"
2877,villa,nf,"village, town"
2878,convicción,nf,conviction
2879,severo,adj,severe
2880,difusión,nf,"spread, diffusion"
2881,subrayar,v,"to underline, highlight, emphasize"
2882,arroz,nm,rice
2883,emisión,nf,"broadcast, emission"
2884,criminal,adj,criminal
2885,flujo,nm,"flow, tide, discharge"
2886,calmar,v,"to calm, soothe, relieve"
2887,almuerzo,nm,lunch
2888,transmisión,nf,"broadcast, transmission"
2889,titular,v,"to title, call"
2890,genial,adj,"brilliant, inspired"
2891,estirar,v,"to stretch, strain"
2892,afirmación,nf,"statement, assertion"
2893,cualidad,nf,"quality, attribute"
2894,cuestionar,v,to question
2895,perfume,nm,perfume
2896,abandonado,adj,abandoned
2897,anoche,adv,last night
2898,senador,nm/f,senator
2899,abuso,nm,"abuse, misuse"
2900,legislación,nf,legislation
2901,suceso,nm,"event, incident"
2902,anillo,nm,(finger) ring
2903,penal,adj,penal
2904,esclavo,nm/f,slave
2905,negociar,v,"to negotiate, deal (with/in)"
2906,aroma,nm,aroma
2907,proseguir,v,"to continue, carry on"
2908,remoto,adj,"remote, far-off"
2909,penumbra,nf,"semidarkness, twilight"
2910,espectacular,adj,spectacular
2911,prestigio,nm,prestige
2912,ilegal,adj,illegal
2913,drama,nm,drama
2914,averiguar,v,"to investigate, find out"
2915,aguardar,v,"to wait for, await"
2916,ficción,nf,fiction
2917,doscientos,num,two hundred
2918,programar,v,"to plan, program"
2919,corriente,adj,"current, common"
2920,sobrino,nm,nephew
2921,residir,v,"to reside, live (in)"
2922,carcajada,nf,"hearty laughter, guffaw"
2923,convocatoria,nf,"call, summons"
2924,naranja,nf,orange (fruit)
2925,pozo,nm,"well, shaft"
2926,debilidad,nf,weakness
2927,rescatar,v,"to rescue, save"
2928,aviso,nm,warning
2929,ocupación,nf,"occupation, use"
2930,cruel,adj,"cruel, harsh"
2931,certeza,nf,certainty
2932,ácido,nm,acid
2933,detallar,v,"to detail, itemize"
2934,kilo,nm,kilogram
2935,leve,adj,"slight, trifling, light"
2936,cumbre,nf,"summit, top"
2937,licencia,nf,"license, permission"
2938,asociar,v,to associate with
2939,interminable,adj,"endless, interminable"
2940,secretaría,nf,secretary
2941,pacto,nm,"pact, agreement"
2942,anécdota,nf,anecdote
2943,placa,nf,"plaque, plate, badge"
2944,explosión,nf,explosion
2945,creativo,adj,creative
2946,formato,nm,"format, form"
2947,emergencia,nf,emergency
2948,barrera,nf,"barrier, obstacle"
2949,estrenar,v,"to use for the first time, debut"
2950,convenio,nm,agreement
2951,olvido,nm,"forgetfulness, omission"
2952,cajón,nm,drawer
2953,amo,nm,"master, boss (m)"
2954,cementerio,nm,"cemetery, graveyard"
2955,obviamente,adv,obviously
2956,portar,v,"to behave [se], carry"
2957,integral,adj,"comprehensive, integral, built-in"
2958,chiste,nm,"joke, funny story"
2959,ruina,nf,"ruin, collapse"
2960,empresarial,adj,managerial
2961,molécula,nf,molecule
2962,editar,v,"to edit, publish, release"
2963,confusión,nf,confusion
2964,ayuntamiento,nm,"city council, town hall"
2965,genio,nm,"genius, disposition"
2966,colonial,adj,colonial
2967,terrestre,adj,"earthly, of the earth"
2968,charlar,v,"to chat, talk"
2969,ángulo,nm,angle
2970,cable,nm,"cable, wiring"
2971,financiar,v,to finance
2972,ingeniería,nf,engineering
2973,atribuir,v,to attribute
2974,sabiduría,nf,"wisdom, knowledge"
2975,aburrir,v,"to bore, tire"
2976,temporal,adj,temporary
2977,poblar,v,"to populate, inhabit"
2978,lámpara,nf,lamp
2979,obstáculo,nm,obstacle
2980,almacén,nm,"warehouse, store"
2981,maíz,nm,"corn, maize"
2982,sargento,nm,sergeant
2983,inevitable,adj,"inevitable, unavoidable"
2984,presidir,v,to preside over
2985,votación,nf,"vote, voting"
2986,pesadilla,nf,nightmare
2987,toque,nm,"touch, ringing, warning"
2988,agenda,nf,"diary, agenda, schedule"
2989,rechazo,nm,"rejection, refusal"
2990,mérito,nm,"worth, merit"
2991,solidaridad,nf,"solidarity, togetherness"
2992,billete,nm,"ticket, bill, note"
2993,aprobación,nf,"approval, consent"
2994,tibio,adj,lukewarm
2995,reproducción,nf,reproduction
2996,grano,nm,"grain, kernel"
2997,paralelo,adj,parallel
2998,reforzar,v,"to reinforce, strengthen"
2999,mantenimiento,nm,"maintenance, sustenance"
3000,invitación,nf,invitation
3001,puta,nf,"whore, prostitute"
3002,rol,nm,role
3003,burlar,v,to mock
3004,formular,v,to formulate
3005,espacial,adj,"spatial, space"
3006,insecto nm insect,,
3007,continuación,nf,"continuation, follow-up"
3008,equivalente,nm,equivalent
3009,dotar,v,"to endow, bestow"
3010,arder,v,"to burn, glow"
3011,atento,adj,"attentive, polite"
3012,filosófico,adj,philosophical
3013,monetario,adj,"monetary,"
3014,saco,nm,"sack, bag, plunder"
3015,invisible,adj,invisible
3016,estatua,nf,statue
3017,vapor,nm,"vapor, steam"
3018,capturar,v,to capture
3019,cálido,adj,warm
3020,favorable,adj,"favorable, suitable"
3021,bronce,nm,bronze
3022,turístico,adj,tourist
3023,ahorita,adv,"right now, in a minute"
3024,helado,adj,"iced, freezing, icy"
3025,gallo,nm,rooster
3026,desagradable,adj,unpleasant
3027,suficientemente,adv,enough
3028,resumir,v,to summarize
3029,préstamo,nm,"loan, borrowing"
3030,quieto,adj,"still, motionless, calm"
3031,tubo,nm,"tube, pipe"
3032,librar,v,"to liberate, set free"
3033,considerable,adj,considerable
3034,cuadrado,adj,square
3035,precisión,nf,precision
3036,trámite,nm,"procedure, step, requirement"
3037,pastor,nm/f,"shepherd, pastor"
3038,acero,nm,steel
3039,comedia,nf,"comedy, play, pretense"
3040,pendiente,adj,"aware of, pending"
3041,fibra,nf,"fiber, grain"
3042,juvenil,adj,"young, juvenile"
3043,obvio,adj,obvious
3044,fiscal,nc,"district attorney, prosecutor"
3045,trampa,nf,"trick, trap; hacer t.: to cheat"
3046,espeso,adj,"thick, dense, stiff"
3047,vínculo,nm,"tie, bond, link"
3048,charla,nf,"talk, chat"
3049,regir,v,"to rule, govern, manage"
3050,rutina,nf,routine
3051,coste,nm,"cost, price"
3052,federación,nf,federation
3053,roto,adj,"broken, torn"
3054,hembra,nf,"female, woman"
3055,inflación,nf,inflation
3056,sorprendente,adj,"surprising, astonishing"
3057,estabilidad,nf,stability
3058,paraíso,nm,paradise
3059,llama,nf,"flame, llama"
3060,puño,nm,"fist, handle, cuff"
3061,pausa,nf,pause
3062,cartera,nf,"wallet, satchel"
3063,pañuelo,nm,"handkerchief, shawl"
3064,estratégico,adj,strategic
3065,taza,nf,"cup, bowl"
3066,reventar,v,"to burst, puncture"
3067,reservar,v,"to reserve, book"
3068,relatar,v,"to tell, narrate"
3069,hierba,nf,"herb, grass, weed"
3070,teórico,adj,theoretical
3071,lógicamente,adv,logically
3072,dosis,nf,dose
3073,tendido,adj,"spread, hung, laid (out)"
3074,cocinar,v,to cook
3075,tránsito,nm,"traffic, transit"
3076,estupendo,adj,"marvelous, stupendous"
3077,pacífico,adj,peaceful
3078,entrenamiento,nm,training
3079,frenar,v,"to brake, restrain"
3080,prevenir,v,"to avoid, prevent"
3081,complejo,nm,complex
3082,conservación,nf,conservation
3083,antigüedad,nf,"antiquity, seniority"
3084,cuota,nf,"quota, share, dues"
3085,participante,nm,participant
3086,crítico,nm,critic
3087,cenar,v,to dine
3088,depresión,nf,"depression, slump"
3089,paraguayo,adj,Paraguayan
3090,suspirar,v,to sigh
3091,básicamente,adv,basically
3092,vicepresidente,nm/f,vice president
3093,desaparición,nf,disappearance
3094,magia,nf,magic
3095,prima,nf,"female cousin, down payment"
3096,adorar,v,"to worship, adore"
3097,afán,nm,"eagerness, zeal, effort"
3098,casco,nm,helmet
3099,retener,v,"to keep, retain"
3100,estético,adj,aesthetic
3101,martes,nm,Tuesday
3102,urgencia,nf,urgency
3103,proveer,v,to provide
3104,receta,nf,"recipe, prescription"
3105,editorial,nmf,"publisher (f), editorial article (m)"
3106,taxi,nm,"taxi, cab"
3107,saber,nm,knowledge
3108,banca,nf,"bank, banking"
3109,transición,nf,transition
3110,asombrar,v,"to amaze, astound"
3111,tonelada,nf,ton
3112,lingüístico,adj,linguistic
3113,quebrar,v,"to break, bend, weaken"
3114,válido,adj,valid
3115,invasión,nf,invasion
3116,descartar,v,"to discard, reject, rule out"
3117,contaminación,nf,"contamination, pollution"
3118,aplastar,v,"to flatten, crush, smash"
3119,amanecer,v,"to dawn, become light"
3120,reglamento,nm,"regulations, rules"
3121,gravedad,nf,"seriousness, gravity"
3122,beca,nf,"scholarship, grant"
3123,sincero,adj,sincere
3124,lata,nf,(tin) can
3125,hipótesis,nf,hypothesis
3126,periodismo,nm,journalism
3127,robo,nm,"theft, robbery"
3128,respectivamente,adv,respectively
3129,desorden,nm,"disorder, mess"
3130,mudo,adj,"mute, silent"
3131,trayectoria,nf,"trajectory, path"
3132,distraer,v,to distract
3133,balcón,nm,balcony
3134,nostalgia,nf,"nostalgia, homesickness"
3135,ganador,nm/f,winner
3136,apropiado,adj,appropriate
3137,inesperado,adj,"unexpected, unforeseen"
3138,renta,nf,income
3139,autonomía,nf,"autonomy, range"
3140,cartel,nm,poster
3141,secuencia,nf,sequence
3142,mecánico,adj,mechanical
3143,receptor,nm/f,"receiver, recipient"
3144,invitado,nm,guest
3145,acelerar,v,"to accelerate, speed (up)"
3146,asistente,nc,assistant
3147,fluir,v,to flow
3148,enfrente,adv,in front (of)
3149,monumento,nm,monument
3150,campeonato,nm,championship
3151,plano,adj,"flat, plain, even, level"
3152,decisivo,adj,"decisive, conclusive"
3153,gallina,nf,"hen, coward"
3154,confuso,adj,"confused, mixed up"
3155,estricto,adj,"strict, rigorous"
3156,diagnóstico,nm,diagnosis
3157,caza,nf,hunting (game)
3158,pulmón,nm,lung
3159,botón,nm,button
3160,gerente,nm/f,"manager, director"
3161,bota,nf,"boot, wineskin"
3162,juguete,nm,toy
3163,celo,nm,"jealousy, zeal"
3164,ideología,nf,ideology
3165,historiador,nm/f,historian
3166,estadística,nf,statistic
3167,península,nf,peninsula
3168,escrito,adj,written
3169,ahorrar,v,"to save (money, time)"
3170,asustado,adj,"scared, frightened"
3171,vigente,adj,"in force, valid"
3172,circuito,nm,"circuit, circumference, track"
3173,centímetro,nm,centimeter
3174,antecedente,nm,antecedent
3175,nieve,nf,snow
3176,gobernante,nc,"ruler, leader"
3177,circulación,nf,"circulation, traffic"
3178,físico,nm/f,physicist
3179,limpieza,nf,"cleanliness, purity"
3180,carbono,nm,"carbon, coal"
3181,franco,adj,"open, frank, outspoken"
3182,paloma,nf,dove
3183,sacrificar,v,to sacrifice
3184,casualidad,nf,"chance, coincidence"
3185,aquél,pron,that one over there (m)
3186,planear,v,to plan
3187,queso,nm,cheese
3188,percepción,nf,perception
3189,bienes,nm,"goods, property"
3190,fundamento,nm,"foundation, ground"
3191,innovación,nf,innovation
3192,devorar,v,"to devour, consume"
3193,generoso,adj,generous
3194,festival,nm,festival
3195,contraste,nm,contrast
3196,intimidad,nf,"private life, intimacy"
3197,inspiración,nf,"inspiration, inhalation"
3198,cancha,nf,"playing field, court"
3199,latín,nm,Latin
3200,relevante,adj,"relevant, significant"
3201,miel,nf,honey
3202,crónica,nf,"account, chronicle"
3203,armonía,nf,harmony
3204,colectivo,nm,"collective, group"
3205,encanto,nm,"charm, spell"
3206,aliviar,v,"to lighten, relieve, comfort"
3207,trastorno,nm,"confusion, trouble, upheaval"
3208,fallo,nm,"mistake, blunder, fault"
3209,ceniza,nf,ash
3210,gráfico,adj,"graphic, explicit"
3211,colaborador,nm/f,collaborator
3212,demandar,v,"to claim, sue"
3213,contraer,v,"to contract, shrink, abbreviate"
3214,manzana,nf,"apple, (city) block"
3215,portugués,adj,Portuguese
3216,elemental,adj,"elemental, basic"
3217,tropical,adj,tropical
3218,eficacia,nf,"efficiency, effectiveness"
3219,revisión,nf,checking revision
3220,narrar,v,"to narrate, tell"
3221,retroceder,v,to go back
3222,ferrocarril,nm,railway
3223,excusa,nf,excuse
3224,interacción,nf,interaction
3225,plantar,v,to plant
3226,alteración,nf,"alteration, change"
3227,inocente,adj,"innocent, naïve"
3228,bala,nf,"bullet, shot"
3229,urgente,adj,urgent
3230,afecto,nm,"affection, fondness"
3231,amoroso,adj,"loving, affectionate"
3232,tropezar,v,"to trip, stumble"
3233,estable,adj,"stable, steady"
3234,explorar,v,to explore
3235,diversidad,nf,"diversity, variety"
3236,rosario,nm,"rosary, beads, string"
3237,bancario,adj,"bank, banking"
3238,indispensable,adj,"indispensable, essential"
3239,proyección,nf,"projection, screening"
3240,institucional,adj,institutional
3241,enriquecer,v,to enrich
3242,geográfico,adj,geographical
3243,curva,nf,curve
3244,acento,nm,"accent, stress"
3245,ocasionar,v,"to occasion, bring about"
3246,sanción,nf,"sanction, approval, penalty"
3247,tribu,nf,tribe
3248,herir,v,"to wound, hurt"
3249,perfección,nf,perfection
3250,gigantesco,adj,"giant, gigantic"
3251,giro,nm,"turn, draft, expression"
3252,ira,nf,"rage, wrath"
3253,transparente,adj,"transparent, clear"
3254,discípulo,nm/f,disciple
3255,salvación,nf,"salvation, rescue"
3256,cosecha,nf,"harvest, crop"
3257,eficiente,adj,efficient
3258,afición,nf,"fondness, interest"
3259,agresivo,adj,aggressive
3260,entretener,v,"to entertain, amuse"
3261,desgraciadamente,adv,unfortunately
3262,tornar,v,"to transform, turn"
3263,africano,adj,African
3264,cuenca,nf,"socket, basin, bowl"
3265,viajero,nm,"traveler, passenger"
3266,finalidad,nf,"purpose, aim"
3267,fracasar,v,"to fail, be unsuccessful"
3268,afrontar,v,"to face, confront"
3269,colorado,adj,"red, colored"
3270,asombro,nm,"amazement, astonishment"
3271,callado,adj,"quiet, reserved"
3272,altar,nm,altar
3273,excepcional,adj,"exceptional, unusual"
3274,pescar,v,to fish
3275,ideológico,adj,ideological
3276,seminario,nm,"seminar, seminary"
3277,disputar,v,"to dispute, contest"
3278,visual,adj,visual
3279,instinto,nm,instinct
3280,reiterar,v,"to reiterate, repeat"
3281,licenciado,nm/f,"graduate, lawyer"
3282,rapidez,nf,"speed, velocity"
3283,recinto,nm,"grounds, precincts"
3284,admiración,nf,admiration
3285,acusación,nf,"accusation, charge"
3286,editor,nm/f,"editor, publisher"
3287,fundador,nm/f,founder
3288,mediano,adj,"average, medium, ordinary"
3289,indiferente,adj,indifferent
3290,software,nm,software
3291,adaptación,nf,adaptation
3292,joya,nf,"jewel, treasure"
3293,importación,nf,"import, importation"
3294,trago,nm,"swig, drink"
3295,radiación,nf,radiation
3296,aportación,nf,"contribution, support"
3297,fortaleza,nf,"fortress, strength"
3298,resumen,nm,summary
3299,teatral,adj,theatrical
3300,posar,v,"to rest, pose, land"
3301,cuaderno,nm,"notebook, workbook"
3302,piloto,nm/f,"pilot, driver"
3303,oral,adj,oral
3304,moreno,adj,"dark, brown"
3305,furia,nf,"fury, rage"
3306,elaboración,nf,production
3307,imprescindible,adj,"essential, indispensable"
3308,dinastía,nf,dynasty
3309,entrever,v,"to glimpse, guess"
3310,liderazgo,nm,leadership
3311,occidente,nm,West
3312,tontería,nf,"stupidity, stupid thing"
3313,sello,nm,"stamp, seal"
3314,consolidar,v,to consolidate
3315,energético,adj,energetic
3316,déficit,nm,"deficit, shortage"
3317,trapo,nm,"rag, cloth"
3318,concretamente,adv,"specifically, exactly"
3319,senado,nm,senate
3320,argumentar,v,"to argue, deduce"
3321,quinientos,num,five hundred
3322,colgado,adj,hanging
3323,bachillerato,nm,academic degree
3324,clínico,adj,clinical
3325,medieval,adj,medieval
3326,iluminado,adj,illuminated
3327,respaldo,nm,"support, backing, back"
3328,entrenador,nm/f,"coach, trainer, manager"
3329,rango,nm,"rank, range"
3330,sanitario,adj,"health, sanitary, clean"
3331,carbón,nm,"coal, charcoal"
3332,heredar,v,to inherit
3333,portal,nm,"website, portal, entrance"
3334,sospecha,nf,suspicion
3335,diplomático,adj,diplomatic
3336,trazar,v,"to draw, trace"
3337,mozo,nm,"waiter, youth, bellboy"
3338,entusiasmar,v,"to fill with enthusiasm, excite"
3339,polémica,nf,"polemics, argument"
3340,máscara,nf,mask
3341,persecución,nf,"pursuit, persecution"
3342,aceptación,nf,"acceptance, approval"
3343,adornar,v,"to adorn, to decorate"
3344,aficionado,nm,"fan, devotee"
3345,desviar,v,"to deviate, divert, change"
3346,aliado,nm,ally
3347,esfera,nf,"sphere, globe"
3348,presionar,v,"to press, pressure"
3349,simpático,adj,"nice, likeable, friendly"
3350,comerciante,nc,"merchant, businessperson"
3351,candidatura,nf,candidacy
3352,ratificar,v,to ratify
3353,turco,adj,Turkish
3354,chiquito,adj,tiny
3355,electricidad,nf,electricity
3356,culminar,v,"to culminate, accomplish"
3357,felicitar,v,to congratulate
3358,autorizar,v,"to authorize, legalize"
3359,mariposa,nf,"butterfly, wing nut"
3360,síntesis,nf,synthesis
3361,concesión,nf,"awarding, concession"
3362,planteamiento,nm,"proposal, exposition"
3363,comodidad,nf,"comfort, convenience"
3364,parlamentario,adj,parliamentary
3365,ladrillo,nm,brick
3366,prioridad,nf,priority
3367,desplegar,v,"to unfold, deploy"
3368,macho,nm,"male, manliness"
3369,flaco,adj,"thin, frail"
3370,incómodo,adj,uncomfortable
3371,estímulo,nm,"stimulus, encouragement"
3372,cumpleaños,nm,birthday
3373,dieciséis,num,sixteen
3374,campana,nf,bell
3375,navegar,v,"to navigate, sail"
3376,mojado,adj,wet
